287000 , 527.35 , 1281.0
288000 , 641.5 , 1767.0
289000 , 653.65 , 1257.0
290000 , 604.45 , 1200.0
291000 , 482.3 , 1231.0
292000 , 499.5 , 1233.0
293000 , 631.9 , 1235.0
294000 , 608.65 , 1233.0
295000 , 612.75 , 989.0
296000 , 521.05 , 708.0
297000 , 588.85 , 1474.0
298000 , 692.1 , 1248.0
299000 , 531.05 , 1235.0
300000 , 553.1 , 1442.0
301000 , 602.85 , 791.0
302000 , 570.3 , 1216.0
303000 , 631.2 , 977.0
304000 , 544.0 , 1977.0
305000 , 472.6 , 798.0
306000 , 572.95 , 1627.0
307000 , 544.15 , 982.0
308000 , 520.7 , 912.0
309000 , 556.65 , 719.0
310000 , 493.35 , 742.0
311000 , 648.8 , 1295.0
312000 , 575.1 , 1472.0
313000 , 657.1 , 1258.0
314000 , 551.9 , 794.0
315000 , 671.85 , 2020.0
316000 , 475.3 , 983.0
317000 , 500.6 , 917.0
318000 , 584.75 , 1000.0
319000 , 589.9 , 1225.0
320000 , 642.85 , 987.0
321000 , 569.3 , 991.0
322000 , 561.35 , 1025.0
323000 , 586.15 , 1275.0
324000 , 533.7 , 991.0
325000 , 410.4 , 1037.0
326000 , 569.9 , 1232.0
327000 , 687.2 , 1824.0
328000 , 533.7 , 1268.0
329000 , 531.2 , 1202.0
330000 , 485.15 , 726.0
331000 , 603.55 , 742.0
332000 , 720.2 , 2644.0
333000 , 517.95 , 1250.0
334000 , 596.55 , 1236.0
335000 , 517.15 , 977.0
336000 , 568.35 , 1304.0
337000 , 672.9 , 1366.0
338000 , 466.0 , 922.0
339000 , 633.85 , 1236.0
340000 , 594.95 , 1239.0
341000 , 461.75 , 1241.0
342000 , 546.05 , 1225.0
343000 , 556.65 , 1237.0
344000 , 591.55 , 1004.0
345000 , 635.25 , 1385.0
346000 , 549.85 , 1283.0
347000 , 600.65 , 1397.0
348000 , 451.3 , 733.0
349000 , 551.5 , 1894.0
350000 , 609.6 , 1330.0
351000 , 546.65 , 970.0
352000 , 519.05 , 990.0
353000 , 584.7 , 1212.0
354000 , 482.2 , 733.0
355000 , 430.5 , 915.0
356000 , 578.35 , 1035.0
